V1;V2;V3
0;0;0.810721359490586
0;0.125812;0.810721359490586
0;0.140592;0.810721359490586
0;0.140946;0.810721359490586
0;0.161421;0.810721359490586
0;0.161452;0.810721359490586
0;0.161504;0.810721359490586
0;0.161514;0.810721359490586
0;0.161525;0.810721359490586
0;0.161535;0.810721359490586
3e-04;0.186152;0.810721359490586
3e-04;0.186162;0.810721359490586
3e-04;0.186215;0.810721359490586
3e-04;0.186423;0.810721359490586
3e-04;0.188962;0.810721359490586
6e-04;0.188994;0.810721359490586
6e-04;0.189025;0.810721359490586
6e-04;0.189046;0.810721359490586
6e-04;0.189067;0.810721359490586
9e-04;0.189618;0.810721359490586
9e-04;0.189681;0.810721359490586
9e-04;0.202171;0.810721359490586
9e-04;0.202213;0.810721359490586
9e-04;0.202275;0.810721359490586
9e-04;0.202286;0.810721359490586
9e-04;0.202327;0.810721359490586
9e-04;0.202338;0.810721359490586
0.001801;0.208271;0.810721359490586
0.001801;0.208385;0.810721359490586
0.001801;0.208396;0.810721359490586
0.001801;0.209405;0.810721359490586
0.001801;0.209426;0.810721359490586
0.001801;0.209447;0.810721359490586
0.001801;0.209457;0.810721359490586
0.001801;0.211581;0.810721359490586
0.001801;0.211727;0.810721359490586
0.001801;0.212632;0.810721359490586
0.001801;0.212643;0.810721359490586
0.001801;0.212674;0.810721359490586
0.001801;0.212684;0.810721359490586
0.001801;0.212768;0.810721359490586
0.001801;0.21283;0.810721359490586
0.001801;0.212872;0.810721359490586
0.001801;0.213944;0.810721359490586
0.001801;0.213954;0.810721359490586
0.001801;0.213965;0.810721359490586
0.001801;0.213975;0.810721359490586
0.001801;0.213996;0.810721359490586
0.001801;0.214017;0.810721359490586
0.001801;0.214027;0.810721359490586
0.002101;0.214079;0.810721359490586
0.002101;0.214589;0.810721359490586
0.003601;0.217691;0.810721359490586
0.006002;0.220408;0.810721359490586
0.006002;0.220668;0.810721359490586
0.006002;0.22072;0.810721359490586
0.006002;0.22073;0.810721359490586
0.006002;0.22175;0.810721359490586
0.006002;0.221771;0.810721359490586
0.006002;0.223593;0.810721359490586
0.006002;0.225185;0.810721359490586
0.006002;0.225248;0.810721359490586
0.006002;0.225258;0.810721359490586
0.006002;0.2253;0.810721359490586
0.007203;0.227944;0.810721359490586
0.007203;0.228016;0.810721359490586
0.007503;0.229786;0.810721359490586
0.007503;0.229848;0.810721359490586
0.007503;0.229859;0.810721359490586
0.007503;0.229869;0.810721359490586
0.007503;0.22989;0.810721359490586
0.007503;0.230098;0.810721359490586
0.007503;0.230109;0.810721359490586
0.007503;0.230577;0.810721359490586
0.007503;0.230587;0.810721359490586
0.007503;0.230608;0.810721359490586
0.007803;0.230629;0.810721359490586
0.007803;0.23064;0.810721359490586
0.040816;0.301441;0.810721359490586
0.040816;0.301513;0.810721359490586
0.040816;0.302502;0.810721359490586
0.040816;0.302513;0.810721359490586
0.040816;0.302534;0.810721359490586
0.040816;0.303626;0.810721359490586
0.040816;0.303647;0.810721359490586
0.040816;0.306572;0.810721359490586
0.040816;0.306593;0.810721359490586
0.041116;0.306884;0.810721359490586
0.041116;0.306895;0.810721359490586
0.041116;0.306936;0.810721359490586
0.041116;0.306947;0.810721359490586
0.041116;0.307134;0.810721359490586
0.041116;0.307155;0.810721359490586
0.041116;0.307165;0.810721359490586
0.041116;0.307176;0.810721359490586
0.041116;0.307186;0.810721359490586
0.041116;0.307218;0.810721359490586
0.041116;0.30729;0.810721359490586
0.041116;0.307301;0.810721359490586
0.041116;0.307571;0.810721359490586
0.041116;0.307582;0.810721359490586
0.041116;0.307592;0.810721359490586
0.041116;0.307728;0.810721359490586
0.041116;0.30779;0.810721359490586
0.041116;0.307811;0.810721359490586
0.042617;0.308435;0.810721359490586
0.042617;0.308706;0.810721359490586
0.042617;0.308716;0.810721359490586
0.042617;0.308727;0.810721359490586
0.042617;0.308737;0.810721359490586
0.042617;0.308748;0.810721359490586
0.042617;0.308768;0.810721359490586
0.042617;0.308789;0.810721359490586
0.042617;0.3088;0.810721359490586
0.042617;0.309851;0.810721359490586
0.043217;0.311017;0.810721359490586
0.043217;0.311121;0.810721359490586
0.043217;0.311131;0.810721359490586
0.043217;0.311173;0.810721359490586
0.043217;0.311183;0.810721359490586
0.043217;0.311235;0.810721359490586
0.043217;0.311277;0.810721359490586
0.043217;0.311298;0.810721359490586
0.043217;0.311329;0.810721359490586
0.043217;0.31135;0.810721359490586
0.043217;0.31136;0.810721359490586
0.043217;0.311381;0.810721359490586
0.044118;0.312495;0.810721359490586
0.044118;0.312505;0.810721359490586
0.044118;0.312547;0.810721359490586
0.044118;0.312557;0.810721359490586
0.044118;0.312568;0.810721359490586
0.044118;0.312578;0.810721359490586
0.044118;0.312588;0.810721359490586
0.044118;0.312609;0.810721359490586
0.044718;0.31287;0.810721359490586
0.044718;0.312901;0.810721359490586
0.044718;0.312911;0.810721359490586
0.044718;0.312922;0.810721359490586
0.044718;0.312932;0.810721359490586
0.044718;0.313275;0.810721359490586
0.05072;0.331043;0.810721359490586
0.05102;0.33121;0.810721359490586
0.052221;0.331564;0.810721359490586
0.052221;0.33172;0.810721359490586
0.052221;0.331949;0.810721359490586
0.052221;0.332147;0.810721359490586
0.052221;0.332157;0.810721359490586
0.052221;0.332168;0.810721359490586
0.052221;0.333823;0.810721359490586
0.052221;0.333833;0.810721359490586
0.054922;0.337715;0.810721359490586
0.054922;0.337736;0.810721359490586
0.054922;0.337757;0.810721359490586
0.054922;0.337768;0.810721359490586
0.054922;0.337778;0.810721359490586
0.056423;0.338631;0.810721359490586
0.056423;0.338642;0.810721359490586
0.056423;0.338663;0.810721359490586
0.056423;0.338673;0.810721359490586
0.056423;0.338683;0.810721359490586
0.056423;0.338694;0.810721359490586
0.057323;0.33936;0.810721359490586
0.057323;0.339454;0.810721359490586
0.057323;0.339568;0.810721359490586
0.057323;0.339589;0.810721359490586
0.057323;0.33961;0.810721359490586
0.057323;0.339641;0.810721359490586
0.057323;0.339652;0.810721359490586
0.057323;0.339662;0.810721359490586
0.057323;0.339672;0.810721359490586
0.057323;0.340047;0.810721359490586
0.057323;0.340068;0.810721359490586
0.057323;0.340099;0.810721359490586
0.057323;0.34011;0.810721359490586
0.057323;0.34013;0.810721359490586
0.058523;0.340796;0.810721359490586
0.058523;0.340828;0.810721359490586
0.058523;0.34089;0.810721359490586
0.058523;0.340911;0.810721359490586
0.058523;0.340921;0.810721359490586
0.058523;0.341723;0.810721359490586
0.058523;0.341765;0.810721359490586
0.058523;0.341827;0.810721359490586
0.058523;0.341837;0.810721359490586
0.058824;0.341869;0.810721359490586
0.058824;0.342379;0.810721359490586
0.058824;0.342462;0.810721359490586
0.058824;0.342483;0.810721359490586
0.059124;0.342556;0.810721359490586
0.059124;0.342566;0.810721359490586
0.059124;0.342753;0.810721359490586
0.059124;0.342774;0.810721359490586
0.059124;0.342785;0.810721359490586
0.059124;0.342795;0.810721359490586
0.059124;0.342857;0.810721359490586
0.059124;0.342868;0.810721359490586
0.059124;0.34292;0.810721359490586
0.059424;0.343055;0.810721359490586
0.059424;0.343066;0.810721359490586
0.059424;0.343138;0.810721359490586
0.059424;0.343191;0.810721359490586
0.059424;0.343201;0.810721359490586
0.059424;0.343222;0.810721359490586
0.059424;0.343388;0.810721359490586
0.059424;0.343399;0.810721359490586
0.059424;0.343409;0.810721359490586
0.059424;0.34342;0.810721359490586
0.059424;0.343451;0.810721359490586
0.059424;0.343492;0.810721359490586
0.059424;0.343503;0.810721359490586
0.059424;0.343544;0.810721359490586
0.059424;0.343555;0.810721359490586
0.059424;0.343565;0.810721359490586
0.059424;0.34369;0.810721359490586
0.059424;0.345283;0.810721359490586
0.059424;0.345324;0.810721359490586
0.059424;0.345345;0.810721359490586
0.059424;0.345356;0.810721359490586
0.059424;0.345366;0.810721359490586
0.059424;0.345376;0.810721359490586
0.059424;0.345397;0.810721359490586
0.059424;0.345408;0.810721359490586
0.059724;0.345449;0.810721359490586
0.059724;0.34546;0.810721359490586
0.060024;0.345491;0.810721359490586
0.060024;0.345657;0.810721359490586
0.060024;0.345668;0.810721359490586
0.060024;0.345678;0.810721359490586
0.060024;0.345689;0.810721359490586
0.060024;0.345699;0.810721359490586
0.060024;0.345709;0.810721359490586
0.060024;0.34572;0.810721359490586
0.060024;0.34573;0.810721359490586
0.060024;0.345741;0.810721359490586
0.060024;0.345762;0.810721359490586
0.060024;0.345782;0.810721359490586
0.060324;0.346043;0.810721359490586
0.060624;0.346448;0.810721359490586
0.060624;0.346459;0.810721359490586
0.060624;0.346553;0.810721359490586
0.060624;0.346563;0.810721359490586
0.060624;0.346573;0.810721359490586
0.060624;0.346594;0.810721359490586
0.060924;0.346625;0.810721359490586
0.060924;0.346636;0.810721359490586
0.060924;0.346969;0.810721359490586
0.060924;0.34699;0.810721359490586
0.060924;0.347;0.810721359490586
0.060924;0.347011;0.810721359490586
0.060924;0.347229;0.810721359490586
0.060924;0.34724;0.810721359490586
0.060924;0.34725;0.810721359490586
0.060924;0.347458;0.810721359490586
0.060924;0.347469;0.810721359490586
0.060924;0.347489;0.810721359490586
0.060924;0.3475;0.810721359490586
0.060924;0.34751;0.810721359490586
0.060924;0.347562;0.810721359490586
0.060924;0.347573;0.810721359490586
0.060924;0.347708;0.810721359490586
0.060924;0.347729;0.810721359490586
0.060924;0.347822;0.810721359490586
0.061525;0.349165;0.810721359490586
0.061525;0.349176;0.810721359490586
0.061525;0.349186;0.810721359490586
0.061525;0.349196;0.810721359490586
0.061525;0.349207;0.810721359490586
0.061525;0.349217;0.810721359490586
0.061525;0.349228;0.810721359490586
0.061525;0.349238;0.810721359490586
0.061825;0.34955;0.810721359490586
0.061825;0.349561;0.810721359490586
0.061825;0.349592;0.810721359490586
0.061825;0.349602;0.810721359490586
0.062125;0.349654;0.810721359490586
0.062125;0.349665;0.810721359490586
0.062125;0.349675;0.810721359490586
0.062125;0.349686;0.810721359490586
0.062125;0.349988;0.810721359490586
0.062125;0.350154;0.810721359490586
0.062125;0.350164;0.810721359490586
0.062125;0.350196;0.810721359490586
0.062125;0.350206;0.810721359490586
0.062125;0.350217;0.810721359490586
0.062125;0.350248;0.810721359490586
0.062125;0.350269;0.810721359490586
0.062425;0.350279;0.810721359490586
0.062425;0.350321;0.810721359490586
0.062425;0.350331;0.810721359490586
0.062425;0.350362;0.810721359490586
0.062425;0.350373;0.810721359490586
0.062425;0.350383;0.810721359490586
0.062425;0.350393;0.810721359490586
0.062425;0.350414;0.810721359490586
0.062425;0.350425;0.810721359490586
0.062425;0.350622;0.810721359490586
0.062425;0.350654;0.810721359490586
0.062425;0.350664;0.810721359490586
0.062425;0.350674;0.810721359490586
0.062725;0.351611;0.810721359490586
0.062725;0.351705;0.810721359490586
0.064826;0.359439;0.810721359490586
0.064826;0.35947;0.810721359490586
0.064826;0.35948;0.810721359490586
0.064826;0.359491;0.810721359490586
0.064826;0.359501;0.810721359490586
0.064826;0.359512;0.810721359490586
0.065126;0.360355;0.810721359490586
0.065426;0.361312;0.810721359490586
0.065426;0.361479;0.810721359490586
0.065426;0.36177;0.810721359490586
0.065426;0.361802;0.810721359490586
0.065426;0.361812;0.810721359490586
0.065426;0.361822;0.810721359490586
0.065426;0.361885;0.810721359490586
0.065726;0.362166;0.810721359490586
0.065726;0.362176;0.810721359490586
0.065726;0.362187;0.810721359490586
0.065726;0.362197;0.810721359490586
0.065726;0.362208;0.810721359490586
0.065726;0.362228;0.810721359490586
0.066627;0.363998;0.810721359490586
0.066627;0.364029;0.810721359490586
0.067227;0.364237;0.810721359490586
0.067227;0.364248;0.810721359490586
0.067227;0.364268;0.810721359490586
0.067227;0.364321;0.810721359490586
0.067527;0.36457;0.810721359490586
0.067827;0.364581;0.810721359490586
0.067827;0.366194;0.810721359490586
0.067827;0.366205;0.810721359490586
0.068127;0.366444;0.810721359490586
0.068127;0.366454;0.810721359490586
0.068127;0.366465;0.810721359490586
0.069328;0.374417;0.810721359490586
0.069928;0.376717;0.810721359490586
0.069928;0.376738;0.810721359490586
0.070228;0.377186;0.810721359490586
0.070228;0.377196;0.810721359490586
0.070228;0.377217;0.810721359490586
0.070228;0.377227;0.810721359490586
0.070228;0.377238;0.810721359490586
0.070228;0.377248;0.810721359490586
0.070228;0.377269;0.810721359490586
0.070228;0.377311;0.810721359490586
0.070228;0.377342;0.810721359490586
0.070228;0.377571;0.810721359490586
0.070228;0.377581;0.810721359490586
0.070228;0.377592;0.810721359490586
0.070228;0.377613;0.810721359490586
0.070228;0.37779;0.810721359490586
0.070228;0.377852;0.810721359490586
0.070228;0.378029;0.810721359490586
0.070228;0.378081;0.810721359490586
0.071128;0.378768;0.810721359490586
0.071128;0.37882;0.810721359490586
0.071128;0.37908;0.810721359490586
0.071128;0.379091;0.810721359490586
0.071128;0.379445;0.810721359490586
0.071128;0.379455;0.810721359490586
0.071128;0.379465;0.810721359490586
0.071128;0.379653;0.810721359490586
0.071128;0.379674;0.810721359490586
0.071128;0.379705;0.810721359490586
0.071128;0.37984;0.810721359490586
0.071128;0.379871;0.810721359490586
0.071128;0.379882;0.810721359490586
0.071128;0.379955;0.810721359490586
0.071729;0.380558;0.810721359490586
0.071729;0.380569;0.810721359490586
0.071729;0.380579;0.810721359490586
0.072029;0.380579;0.810721359490586
0.072029;0.38061;0.810721359490586
0.072029;0.380704;0.810721359490586
0.072029;0.380714;0.810721359490586
0.072029;0.381048;0.810721359490586
0.072029;0.381058;0.810721359490586
0.072029;0.381068;0.810721359490586
0.072029;0.3811;0.810721359490586
0.072029;0.381433;0.810721359490586
0.072329;0.381953;0.810721359490586
0.072329;0.381964;0.810721359490586
0.072329;0.381984;0.810721359490586
0.072329;0.381995;0.810721359490586
0.072629;0.383608;0.810721359490586
0.072629;0.383629;0.810721359490586
0.072629;0.383639;0.810721359490586
0.072629;0.38365;0.810721359490586
0.072929;0.383691;0.810721359490586
0.073529;0.384056;0.810721359490586
0.073529;0.384066;0.810721359490586
0.073529;0.384087;0.810721359490586
0.073529;0.384337;0.810721359490586
0.073529;0.384347;0.810721359490586
0.073529;0.384399;0.810721359490586
0.073529;0.38441;0.810721359490586
0.073529;0.384472;0.810721359490586
0.073529;0.384482;0.810721359490586
0.073529;0.384493;0.810721359490586
0.073529;0.384503;0.810721359490586
0.073529;0.384514;0.810721359490586
0.073529;0.384555;0.810721359490586
0.073529;0.384566;0.810721359490586
0.073529;0.384576;0.810721359490586
0.073529;0.384607;0.810721359490586
0.073529;0.384628;0.810721359490586
0.073529;0.385065;0.810721359490586
0.073529;0.385482;0.810721359490586
0.073529;0.385492;0.810721359490586
0.073529;0.385503;0.810721359490586
0.073529;0.385513;0.810721359490586
0.073529;0.385544;0.810721359490586
0.073529;0.385555;0.810721359490586
0.073529;0.385794;0.810721359490586
0.073529;0.385815;0.810721359490586
0.073529;0.385836;0.810721359490586
0.073529;0.385856;0.810721359490586
0.073529;0.385961;0.810721359490586
0.073529;0.386137;0.810721359490586
0.073529;0.386169;0.810721359490586
0.073529;0.386179;0.810721359490586
0.073529;0.38621;0.810721359490586
0.07383;0.386283;0.810721359490586
0.07383;0.386512;0.810721359490586
0.07383;0.386523;0.810721359490586
0.07383;0.386585;0.810721359490586
0.07383;0.386679;0.810721359490586
0.07383;0.3867;0.810721359490586
0.07383;0.38672;0.810721359490586
0.07383;0.386731;0.810721359490586
0.07383;0.386783;0.810721359490586
0.07413;0.386783;0.810721359490586
0.07413;0.386814;0.810721359490586
0.07413;0.386835;0.810721359490586
0.07413;0.386845;0.810721359490586
0.07413;0.386856;0.810721359490586
0.07413;0.386877;0.810721359490586
0.07413;0.386918;0.810721359490586
0.07413;0.386939;0.810721359490586
0.07443;0.387303;0.810721359490586
0.07473;0.387324;0.810721359490586
0.07473;0.387709;0.810721359490586
0.07473;0.38774;0.810721359490586
0.07473;0.387782;0.810721359490586
0.07473;0.387824;0.810721359490586
0.07473;0.387834;0.810721359490586
0.07473;0.387886;0.810721359490586
0.07473;0.387907;0.810721359490586
0.07473;0.387949;0.810721359490586
0.07473;0.388042;0.810721359490586
0.07533;0.388365;0.810721359490586
0.07593;0.388427;0.810721359490586
0.07593;0.388584;0.810721359490586
0.07623;0.388584;0.810721359490586
0.07623;0.388594;0.810721359490586
0.07623;0.388604;0.810721359490586
0.07623;0.388688;0.810721359490586
0.07623;0.38875;0.810721359490586
0.07623;0.388761;0.810721359490586
0.07623;0.388844;0.810721359490586
0.07623;0.388865;0.810721359490586
0.07623;0.388896;0.810721359490586
0.076831;0.389104;0.810721359490586
0.076831;0.389114;0.810721359490586
0.076831;0.389656;0.810721359490586
0.076831;0.389666;0.810721359490586
0.076831;0.389687;0.810721359490586
0.076831;0.389708;0.810721359490586
0.076831;0.389718;0.810721359490586
0.077131;0.389937;0.810721359490586
0.077131;0.390343;0.810721359490586
0.077131;0.390363;0.810721359490586
0.079232;0.391248;0.810721359490586
0.079232;0.391259;0.810721359490586
0.079232;0.391279;0.810721359490586
0.079232;0.391311;0.810721359490586
0.079532;0.391332;0.810721359490586
0.079832;0.392237;0.810721359490586
0.079832;0.392279;0.810721359490586
0.079832;0.3923;0.810721359490586
0.079832;0.392674;0.810721359490586
0.079832;0.392789;0.810721359490586
0.079832;0.392914;0.810721359490586
0.079832;0.392924;0.810721359490586
0.079832;0.392945;0.810721359490586
0.079832;0.39334;0.810721359490586
0.079832;0.393372;0.810721359490586
0.079832;0.393382;0.810721359490586
0.079832;0.393392;0.810721359490586
0.081933;0.400897;0.810721359490586
0.081933;0.400918;0.810721359490586
0.081933;0.400939;0.810721359490586
0.082233;0.401189;0.810721359490586
0.082233;0.401397;0.810721359490586
0.082233;0.401418;0.810721359490586
0.082233;0.402552;0.810721359490586
0.084634;0.412815;0.810721359490586
0.084634;0.412826;0.810721359490586
0.084634;0.413107;0.810721359490586
0.084634;0.413169;0.810721359490586
0.084634;0.41319;0.810721359490586
0.084634;0.413201;0.810721359490586
0.084634;0.413211;0.810721359490586
0.084934;0.413929;0.810721359490586
0.084934;0.413971;0.810721359490586
0.085234;0.415418;0.810721359490586
0.085234;0.415428;0.810721359490586
0.085534;0.415584;0.810721359490586
0.085534;0.415595;0.810721359490586
0.085534;0.415615;0.810721359490586
0.085534;0.415636;0.810721359490586
0.085534;0.415647;0.810721359490586
0.085534;0.415688;0.810721359490586
0.085534;0.415699;0.810721359490586
0.085534;0.41574;0.810721359490586
